c-value	ngram	nc-value
61.884615384615394	законодательство_s о_pr	49.54395252074434
61.47619047619048	данные_s о_pr	49.208628459140414
60.27272727272727	призыв_s к_pr	48.24004550625711
60.22222222222222	склонность_s к_pr	48.203778398317645
59.95	постановление_s о_pr	47.98142931016652
59.39130434782609	реформа_s в_pr	47.56384500892589
59.25	образование_s в_pr	47.49219153997311
58.72549019607843	сила_s в_pr	47.04085342483255
58.64750957854406	язык_s к_pr	46.97520075415804
58.48648648648647	гражданин_s на_pr	46.819678381453116
57.96491228070175	доход_s в_pr	46.43280478577766
57.926829268292686	полномочие_s в_pr	46.37617227801196
57.9	деятельность_s на_pr	46.3665404902265
57.66666666666666	выборы_s в_pr	46.18198365911676
57.37254901960785	перевод_s на_pr	45.938105406605715
57.34545454545454	подход_s в_pr	45.93401179025752
57.33333333333334	плата_s за_pr	45.91260730168581
57.25352112676056	деньги_s в_pr	45.858169057784494
57.24242424242424	орган_s по_pr	45.82407694694384
57.14285714285714	тенденция_s в_pr	45.76655585597565
57.16	налог_s с_pr	45.7549314303444
56.66666666666666	продукция_s на_pr	45.37236529113662
56.49137931034482	явление_s в_pr	45.2790895895521
55.532663316582905	предложение_s в_pr	44.49563111867123
54.88888888888889	интерес_s в_pr	43.98648602061572
54.7752808988764	граница_s между_pr	43.859380784878354
54.5	полномочие_s по_pr	43.6330747750543
54.4375	труд_s на_pr	43.57701416899369
54.32558139534883	внимание_s к_pr	43.50841216354352
54.276595744680854	решение_s об_pr	43.443553977066436
54.0	предложение_s на_pr	43.240914262074675
53.72199170124481	соответствие_s между_pr	43.008744462454125
53.61224489795919	революция_s в_pr	42.946740793742265
53.625	предпосылка_s для_pr	42.930675354224846
53.555555555555564	война_s в_pr	42.88465542800015
53.47368421052632	жизнь_s в_pr	42.85275024358912
53.22666666666667	друг_s в_pr	42.620882407694694
52.481481481481474	решение_s по_pr	42.020804173705194
52.40425531914894	период_s с_pr	41.94111032626755
52.350877192982466	специалист_s по_pr	41.92273298822608
51.864485981308405	гипотеза_s о_pr	41.51500382279624
51.68627450980392	услуга_s в_pr	41.39814568086
51.480769230769226	выражение_s в_pr	41.22842549941526
51.29333333333334	документ_s в_pr	41.07913869066088
51.27777777777778	вступление_s в_pr	41.05314579239494
51.25	наличие_s у_pr	41.04507187920157
50.34545454545454	обращение_s в_pr	40.34015513496742
50.0958904109589	принадлежность_s к_pr	40.12465937603157
49.9	капитал_s в_pr	39.97706898334885
49.87654320987654	соотношение_s между_pr	39.93426797363089
49.620689655172406	предложение_s по_pr	39.73144674947664
49.365853658536594	вопрос_s в_pr	39.56123189776732
49.379310344827594	суд_s в_pr	39.549057956284045
49.37209302325582	законодательство_s в_pr	39.54438038612974
49.37209302325582	реакция_s на_pr	39.53136973352864
49.34285714285714	освобождение_s от_pr	39.4957770784392
49.1	закон_s об_pr	39.309599751784056
48.392156862745104	партия_s в_pr	38.76341004909566
48.40625	обязанность_s по_pr	38.761425690350606
48.37037037037037	производство_s на_pr	38.73973408717436
48.12903225806453	группа_s в_pr	38.57386392828428
47.903225806451616	страна_s на_pr	38.37272026663197
47.806451612903224	конвенция_s о_pr	38.2630742078942
47.352941176470594	орган_s в_pr	37.93228571602393
47.27272727272727	режим_s в_pr	37.853966284000414
47.157894736842096	отношение_s по_pr	37.768760716560244
47.03030303030303	закон_s в_pr	37.69835556934533
46.73636363636364	знание_s в_pr	37.47662840004138
46.8	ресурс_s для_pr	37.472495604509255
46.769230769230774	курс_s на_pr	37.45181030573522
46.52173913043478	суд_s по_pr	37.25172784380382
46.3125	соглашение_s между_pr	37.069567690557456
46.18181818181818	ссср_s в_pr	36.99435308718585
46.16666666666666	акт_s о_pr	36.966614955010854
45.60869565217392	переход_s на_pr	36.51951418023536
45.171428571428564	преобразование_s в_pr	36.1910470871563
45.17241379310346	сравнение_s с_pr	36.16959925249911
