c-value	ngram	nc-value
43.42105263157895	вовлечь_partcp в_pr	34.788632184342966
43.358974358974365	наблюдаться_v в_pr	34.73517373592141
42.519230769230774	произойти_v в_pr	34.07249460819555
42.37254901960785	возникнуть_v в_pr	33.94140370166759
41.693333333333335	указывать_partcp на_pr	33.39311382698298
41.63636363636363	проживать_partcp в_pr	33.32922031239788
41.471698113207545	быть_v на_pr	33.226215428021106
41.48	работать_partcp в_pr	33.21977282530553
41.442622950819676	получить_partcp в_pr	33.181733155767176
41.03703703703704	вытекать_partcp из_pr	32.868536890592964
40.78048780487805	относить_v к_pr	32.66979642650488
39.892857142857146	приходиться_v на_pr	31.944163500051353
39.86826347305389	заимствовать_partcp из_pr	31.93320172021162
39.819277108433745	появиться_v в_pr	31.90065533160681
39.74285714285714	мочь_v в_pr	31.853494916298654
39.74	требовать_v от_pr	31.832143781452196
39.615384615384606	сочетаться_v с_pr	31.731186196980584
39.54545454545455	указать_partcp в_pr	31.67222273054049
39.054545454545455	содержать_v в_pr	31.28593686687145
39.06666666666667	ввести_partcp в_pr	31.27308890486461
38.6271186440678	вытекать_v из_pr	30.950551852709307
38.46153846153846	заинтересовать_partcp в_pr	30.800258806613947
37.73170731707317	использовать_v в_pr	30.23220985078291
37.70588235294117	согласиться_v с_pr	30.188976191483057
37.632653061224495	сталкиваться_v с_pr	30.147876582696348
37.57575757575758	применяться_v в_pr	30.107622595473064
36.89130434782609	переходить_v к_pr	29.54867252211422
36.558823529411775	брать_v на_pr	29.285966084492756
36.48484848484848	работать_v в_pr	29.240589068252614
36.20588235294117	привести_partcp в_pr	28.988458578255162
36.0625	формироваться_v в_pr	28.903429187634796
35.932692307692314	оказываться_v в_pr	28.789432063263845
35.857142857142854	реализоваться_v в_pr	28.74127143884153
35.75471698113208	ответить_v на_pr	28.624938214668425
35.52380952380953	вступить_partcp в_pr	28.448148984971425
35.20454545454545	изложить_partcp в_pr	28.19311156133586
35.064516129032256	сказываться_v на_pr	28.08137566382969
35.04878048780488	повлечь_v за_pr	28.067176798583233
35.0	пойти_v на_pr	28.037296908698778
34.885245901639344	начинаться_v с_pr	27.941410236767982
34.7	получить_v в_pr	27.798245866283256
34.241379310344826	писать_v о_pr	27.428243635191752
33.725	взять_v на_pr	27.004845434938897
33.56410256410256	осуществляться_v по_pr	26.89248981548047
33.57142857142857	применять_partcp в_pr	26.89179418712129
33.484848484848484	прибегать_v к_pr	26.823967932379148
33.36363636363637	сформулировать_partcp в_pr	26.71886020521535
32.93617021276596	переходить_v в_pr	26.39416981507258
32.93333333333333	рассчитать_partcp на_pr	26.392532949916124
32.333333333333336	рассказать_v о_pr	25.891224538701177
31.84615384615385	свидетельствовать_partcp о_pr	25.498461538461545
31.8	предназначить_partcp для_pr	25.476060388209923
31.625	вырасти_v в_pr	25.328928828181166
31.357142857142854	находиться_v под_pr	25.121745917633767
30.94594594594595	соотноситься_v с_pr	24.79270211980493
30.85483870967742	отражаться_v в_pr	24.72111036385984
30.79545454545455	вернуться_v к_pr	24.66540748970656
30.588235294117645	разработать_partcp в_pr	24.494312174905907
30.555555555555557	выйти_v из_pr	24.480476076363928
30.461538461538463	создаваться_v в_pr	24.408971962616825
30.25	вмешиваться_v в_pr	24.239022286125092
30.16326530612245	идти_v об_pr	24.14257486172039
29.972222222222218	разделяться_v на_pr	24.027784966850383
29.76	сложиться_v в_pr	23.848345075485266
29.66037735849057	привязать_partcp к_pr	23.760508932083617
29.58333333333333	провести_partcp в_pr	23.691512101605557
29.52	понимать_v под_pr	23.640931703810207
29.5	складываться_v из_pr	23.63157440690151
29.4375	стоять_partcp перед_pr	23.566764917325667
29.0	обратиться_v в_pr	23.22884255930985
28.897435897435894	являться_v в_pr	23.219976036424633
28.83333333333333	привести_partcp к_pr	23.095192906781687
28.8	сопрячь_partcp с_pr	23.078936017253778
28.763636363636365	остановиться_v на_pr	23.044841513626565
28.73333333333333	вносить_v в_pr	23.022151929067814
28.693877551020414	указать_v на_pr	22.97825085461935
28.615384615384613	поставить_v под_pr	22.919309849029474
28.51923076923077	говориться_v о_pr	22.848598130841122
28.222222222222218	выступить_v с_pr	22.595204089783525
28.15	произвести_partcp в_pr	22.551804457225018
27.932203389830512	зафиксировать_partcp в_pr	22.379206277644425
27.72093023255814	отнести_v к_pr	22.199691705816463
27.619047619047624	отвечать_v на_pr	22.13267878538907
27.45454545454545	приступить_v к_pr	21.996677341350235
27.347826086956523	использовать_v для_pr	21.910180351951993
27.222222222222218	реагировать_v на_pr	21.803600926591578
27.2	свидетельствовать_v об_pr	21.79036664270309
26.87341772151899	говорить_v на_pr	21.53332799461275
26.777777777777782	распадаться_v на_pr	21.453710360252423
26.75	использоваться_v при_pr	21.42867002156722
26.6	получить_partcp от_pr	21.298231488138033
26.392857142857146	ввести_v в_pr	21.145054945054948
26.36842105263158	складываться_v в_pr	21.13554201823754
26.26315789473684	осуществлять_partcp в_pr	21.034537818305648
26.225352112676052	свести_partcp к_pr	20.99704660746651
26.055555555555557	осуществить_partcp в_pr	20.86535026759326
25.97826086956522	приводить_partcp к_pr	20.806073828650018
25.863636363636363	появляться_v в_pr	20.72392131233253
25.83333333333333	выводиться_v из_pr	20.694358974358973
25.79245283018868	быть_v по_pr	20.679195909010758
25.675675675675677	быть_v у_pr	20.57490430761459
25.63636363636364	объединить_partcp в_pr	20.542850794065753
25.5	заявить_v о_pr	20.418317757009348
25.476190476190478	закрепить_partcp за_pr	20.412699325596524
25.465116279069772	создать_partcp на_pr	20.39104341865481
25.40909090909091	выйти_v на_pr	20.348753676230313
25.193548387096772	исключить_partcp из_pr	20.173300248138958
24.956521739130434	проявляться_partcp в_pr	19.99538273997437
24.91111111111111	сохраняться_v в_pr	19.962188673216712
24.88	подходить_v к_pr	19.92947807332854
24.82608695652174	начаться_v в_pr	19.89086237614478
24.75	вести_partcp к_pr	19.854867002156723
24.764705882352942	объединяться_v в_pr	19.843971751173513
24.703703703703702	поставить_partcp в_pr	19.779756636579066
24.66666666666667	базироваться_partcp на_pr	19.756252096812847
24.625	формироваться_v на_pr	19.73140186915888
24.54545454545455	рассчитывать_v на_pr	19.66166917194955
24.529411764705888	состоять_partcp в_pr	19.654097348500873
24.375	нести_v в_pr	19.542645578720347
24.375	работать_v на_pr	19.529705248023006
24.272727272727273	вырасти_v на_pr	19.43917391020195
24.10810810810811	иметь_partcp в_pr	19.315731633862477
24.038461538461537	следовать_v из_pr	19.260445722501796
24.0	связывать_v с_pr	19.227462257368803
23.86	отличаться_partcp от_pr	19.11920057512581
23.83333333333333	находиться_partcp под_pr	19.091282051282047
23.818181818181817	найти_v в_pr	19.07579635317953
23.806451612903228	лечь_v в_pr	19.07328494237147
23.772727272727273	достигнуть_partcp в_pr	19.03721848245213
